econdata
Year,Area,Labor Force,Employment,Unemployment,Unemployment Rate
2013,Corte Madera town,"5,600","5,200",400,6.6
2013,Costa Mesa city,"64,700","60,400","4,300",6.7
2013,Cotati city,"4,200","3,900",300,7.5
2013,Coto de Caza CDP,"7,400","6,900",500,6.3
2013,Cottonwood CDP,"1,400","1,300",200,11.4
2013,Country Club CDP,"4,600","3,700",900,19.8
2013,Covelo CDP,450,400,50,10.1
2013,Covina city,"24,300","21,500","2,800",11.5
2013,Crescent City city,"1,550","1,400",150,9.8
2013,Crescent Mills CDP,120,120,0,0.0
2013,Crestline CDP,"4,000","3,800",200,6.2
2013,C Road CDP,70,60,10,18.6
2013,Crockett CDP,"1,600","1,500",200,10.7
2013,Cromberg CDP,90,90,0,0.0
2013,Cudahy city,"10,300","9,000","1,300",12.2
2013,Culver City city,"22,200","20,600","1,600",7.2
2013,Cupertino city,"28,300","26,800","1,500",5.2
2013,Cutler CDP,"2,500","2,100",400,15.3
2013,Cypress city,"24,300","23,200","1,100",4.5
2013,Daly City city,"60,900","57,000","3,900",6.4
2013,Dana Point city,"18,700","17,600","1,200",6.2
2013,Danville town,"20,100","18,900","1,200",6.0
2013,Darwin CDP,10,10,0,0.0
2013,Davis city,"34,200","31,900","2,400",7.0
2013,Day Valley CDP,"1,600","1,400",200,9.8
2013,Deer Park CDP,400,300,0,11.3
2013,Del Aire CDP,"5,300","4,900",400,7.9
2013,Delano city,"19,600","16,900","2,700",14.0
2013,Delhi CDP,"5,200","4,500",700,13.8
2013,Delleker CDP,160,160,0,0.0
2013,Del Mar city,"2,200","2,100",100,5.7
2013,Del Monte Forest CDP,"1,700","1,500",200,11.8
2013,Del Rey CDP,600,500,100,16.7
2013,Del Rey Oaks city,"1,000",800,100,11.1
2013,Denair CDP,"2,400","2,100",300,12.0
2013,Derby Acres CDP,100,100,0,1.7
2013,Desert Hot Springs city,"10,900","9,600","1,300",11.7
2013,Desert View Highlands CDP,"1,100",900,200,15.0
2013,Diablo CDP,100,100,0,0.0
2013,Diamond Bar city,"29,100","27,300","1,800",6.3
2013,Diamond Springs CDP,"5,200","4,600",600,10.9
2013,Dinuba city,"10,700","8,700","2,000",19.1
2013,Discovery Bay CDP,"7,500","7,000",500,6.9
2013,Dixon city,"9,400","8,600",900,9.1
2013,Dixon Lane Meadow Creek CDP,"1,340","1,220",120,8.7
2013,Dollar Point CDP,500,500,0,5.3
2013,Dorrington CDP,70,60,10,12.3
2013,Dos Palos city,"2,100","1,900",200,11.1
2013,Downey city,"56,300","51,400","4,900",8.7
2013,Duarte city,"10,900","9,600","1,300",11.6
2013,Dublin city,"26,200","25,000","1,200",4.5
2013,Ducor CDP,200,200,0,13.6
2013,Dunsmuir city,660,610,60,8.3
2013,Durham CDP,"2,800","2,700",100,4.9
2013,Dustin Acres CDP,200,200,0,5.3
2013,Earlimart CDP,"4,000","3,100",800,21.3
2013,East Foothills CDP,"3,300","3,200",100,4.0
2013,East Hemet CDP,"7,700","6,600","1,200",15.0
2013,East Los Angeles CDP,"56,300","47,500","8,700",15.5
2013,East Oakdale CDP,"1,600","1,400",200,11.0
2013,Easton CDP,"1,000",900,100,14.0
2013,East Orosi CDP,400,200,200,39.4
2013,East Palo Alto city,"14,400","13,200","1,200",8.3
2013,East Pasadena CDP,"2,900","2,800",100,4.1
2013,East Porterville CDP,"2,800","1,900",900,31.2
2013,East Quincy CDP,"1,210","1,190",20,2.0
2013,East Richmond Heights CDP,"1,800","1,700",100,3.4
2013,East San Gabriel CDP,"7,200","6,900",300,3.8
2013,East Shore CDP,200,40,160,80.5
2013,East Sonora CDP,890,890,0,0.0
2013,Eastvale City city,"26,300","24,600","1,800",6.7
2013,Edwards AFB CDP,400,300,100,13.3
2013,El Cajon city,"46,600","41,400","5,200",11.1
2013,El Centro city,"21,200","16,200","4,900",23.4
2013,El Cerrito city,"12,600","11,800",800,6.5
2013,El Cerrito CDP,"2,100","2,000",100,6.2
2013,El Dorado Hills CDP,"21,500","20,000","1,500",6.8
2013,El Granada CDP,"3,300","3,100",200,4.9
2013,Elk Grove CDP,"76,700","71,400","5,300",6.9
2013,Elkhorn CDP,700,600,100,15.4
2013,Elmira CDP,100,100,0,8.0
2013,El Monte city,"52,200","46,000","6,300",12.0
2013,El Paso de Robles (Paso Robles) city,"15,900","14,700","1,200",7.6
2013,El Rio CDP,"3,000","2,600",400,13.5
2013,El Segundo city,"9,300","8,300","1,100",11.3
2013,El Sobrante CDP,"7,300","6,600",700,9.1
2013,El Verano CDP,"1,800","1,700",100,3.2
2013,Emeryville city,"7,000","6,600",400,5.2
2013,Empire CDP,"1,500","1,400",100,8.9
2013,Encinitas city,"32,700","30,600","2,100",6.4
2013,Escalon city,"3,500","3,300",200,6.7
2013,Escondido city,"68,800","63,400","5,400",7.8
2013,Esparto CDP,"1,700","1,600",200,8.7
2013,Eureka city,"12,900","11,900","1,000",7.9
2013,Exeter city,"4,600","3,900",700,14.2
2013,Fairfax town,"4,600","4,400",200,4.7
2013,Fairfield city,"50,700","46,600","4,200",8.2
2013,Fair Oaks CDP,"14,100","13,200",900,6.1
2013,Fairview CDP,"5,000","4,800",200,3.5
2013,Fallbrook CDP,"13,800","12,800","1,000",7.3
2013,Fall River Mills CDP,100,100,0,0.0
2013,Farmersville city,"5,000","4,100",900,17.2
2013,Farmington CDP,0,0,0,0.0
2013,Fellows CDP,0,0,0,11.8
2013,Felton CDP,"2,400","2,000",300,13.9
2013,Ferndale city,600,600,0,3.2
2013,Fetters Hot Springs Agua Caliente CDP,"2,300","2,300",100,3.2
2013,Fillmore city,"7,400","6,900",500,6.8
2013,Firebaugh city,"3,800","3,000",800,21.4
2013,Florence Graham CDP,"27,500","24,000","3,500",12.9
2013,Florin CDP,"20,300","17,300","3,000",14.7
2013,Folsom city,"34,200","32,200","2,000",5.8
2013,Fontana city,"92,300","82,500","9,800",10.6
2013,Foothill Farms CDP,"14,500","13,200","1,400",9.3
2013,Ford City CDP,"1,900","1,600",200,13.1
2013,Foresthill CDP,700,600,0,7.0
2013,Forest Meadows CDP,540,450,90,17.3
2013,Forestville CDP,"2,000","1,800",200,8.2
2013,Fort Bragg city,"3,320","3,050",270,8.2
2013,Fortuna city,"5,200","4,800",400,7.0
2013,Foster City city,"17,900","17,000",900,4.9
2013,Fountain Valley city,"28,400","26,600","1,800",6.5
2013,Fowler city,"2,800","2,500",300,10.1
2013,Frazier Park CDP,"1,200","1,000",100,12.6
2013,Freedom CDP,"2,000","1,700",300,15.0
2013,Fremont city,"113,200","106,700","6,400",5.7
2013,French Camp CDP,"1,100","1,000",100,13.2
2013,Fresno city,"235,000","201,300","33,700",14.3
2013,Friant CDP,200,200,100,21.9
2013,Fullerton city,"69,800","64,600","5,200",7.5
2013,Furnace Creek CDP,120,120,0,1.6
2013,Galt city,"10,900","9,700","1,100",10.4
2013,Gardena city,"29,800","26,900","2,900",9.7
2013,Garden Acres CDP,"4,400","3,700",700,16.5
2013,Garden Grove city,"83,100","76,300","6,800",8.1
2013,Georgetown CDP,"1,200","1,000",200,17.8
2013,Gilroy city,"26,200","24,000","2,200",8.4
2013,Glendale city,"99,000","89,700","9,400",9.5
2013,Glendora city,"24,900","22,800","2,100",8.3
2013,Glen Ellen CDP,500,500,0,0.0
2013,Golden Hills CDP,"4,400","4,200",300,5.7
2013,Gold River CDP,"3,300","3,000",300,9.8
2013,Goleta City,"17,100","16,400",700,4.3
2013,Gonzales city,"3,900","3,800",100,2.1
2013,Goshen CDP,"1,500","1,300",200,14.6
2013,Graeagle CDP,220,190,30,12.4
2013,Grand Terrace city,"6,100","5,500",600,9.8
2013,Granite Bay CDP,"9,900","9,100",800,8.2
2013,Grass Valley city,"5,860","5,280",590,10.0
2013,Graton CDP,800,700,100,13.3
2013,Greenfield city,"8,000","7,300",700,8.8
2013,Greenhorn CDP,150,120,30,21.1
2013,Green Valley CDP,700,700,0,0.0
2013,Greenville CDP,510,370,140,27.9
2013,Gridley city,"2,700","2,400",300,11.5
2013,Grover Beach city,"6,800","6,200",600,8.6
2013,Guadalupe city,"3,300","3,100",200,6.0
2013,Guerneville CDP,"2,400","2,300",200,7.6
2013,Gustine city,"2,700","2,300",400,15.1
2013,Hacienda Heights CDP,"25,200","23,300","2,000",7.8
2013,Half Moon Bay city,"7,000","6,700",300,4.1
2013,Hamilton Branch CDP,260,200,60,23.4
2013,Hamilton City CDP,"1,030",900,130,12.5
2013,Hanford city,"24,300","21,400","3,000",12.2
2013,Hawaiian Gardens city,"6,200","5,600",600,10.3
2013,Hawthorne city,"43,100","39,300","3,800",8.8
2013,Hayfork CDP,"1,010",970,30,3.3
2013,Hayward city,"76,400","68,800","7,600",10.0
2013,Healdsburg city,"5,800","5,400",400,6.5
2013,Heber CDP,"2,100","1,500",500,25.7
2013,Hemet city,"28,200","24,400","3,800",13.5
2013,Hercules city,"13,300","12,600",700,5.0
2013,Hermosa Beach city,"11,900","11,300",600,4.8
2013,Hesperia city,"34,400","29,900","4,500",13.2
2013,Hidden Hills city,600,600,0,8.0
2013,Hidden Valley Lake CDP,"3,020","2,910",110,3.5
2013,Highgrove CDP,"2,300","2,000",300,14.9
2013,Highland city,"23,100","21,100","2,000",8.6
2013,Hillsborough town,"4,800","4,500",300,5.5
2013,Hilmar Irwin CDP,"2,600","2,500",100,5.0
2013,Hollister city,"18,100","16,100","2,000",11.2
2013,Holtville city,"2,800","2,100",800,27.2
2013,Home Garden CDP,600,500,100,21.2
2013,Home Gardens CDP,"4,800","4,300",400,8.5
2013,Homeland CDP,"2,600","2,400",300,10.7
2013,Hughson city,"3,300","3,000",300,10.0
2013,Huntington Beach city,"105,800","99,100","6,700",6.4
2013,Huntington Park city,"27,300","23,800","3,500",12.7
2013,Huron city,"2,500","2,100",500,18.9
2013,Hydesville CDP,500,500,0,1.0
2013,Idyllwild Pine Cove CDP,"1,100","1,100",100,6.0
2013,Imperial city,"8,700","6,800","1,900",22.2
2013,Imperial Beach city,"12,400","10,900","1,500",11.9
2013,Independence CDP,240,220,10,5.1
2013,Indian Falls CDP,0,0,0,0.0
2013,Indian Wells city,"1,600","1,500",100,8.3
2013,Indio city,"36,300","32,400","3,900",10.7
2013,Industry city,100,100,0,10.7
2013,Inglewood city,"54,000","47,200","6,900",12.7
2013,Interlaken CDP,"3,500","3,100",400,10.9
2013,Inverness CDP,500,500,0,2.2
2013,Inyokern CDP,300,300,0,0.0
2013,Ione city,"2,070","1,860",200,9.8
2013,Iron Horse CDP,60,60,0,0.0
2013,Irvine city,"120,700","114,700","6,000",4.9
2013,Irwindale city,700,600,100,14.2
2013,Isla Vista CDP,"13,100","11,000","2,100",15.8
2013,Isleton city,300,300,0,8.4
2013,Ivanhoe CDP,"1,800","1,500",300,16.0
2013,Jackson city,"2,080","1,900",180,8.6
2013,Jamestown CDP,"1,290","1,070",220,17.0
2013,Johannesburg CDP,0,0,0,0.0
2013,Johnsville CDP,0,0,0,0.0
2013,Joshua Tree CDP,"2,300","2,000",400,15.3
2013,Jurupa Valley city,"44,400","38,700","5,700",12.8
2013,Keddie CDP,40,20,20,61.5
2013,Keeler CDP,10,10,0,0.0
2013,Keene CDP,200,100,0,12.4
2013,Kelseyville CDP,"1,470","1,360",110,7.3
2013,Kennedy CDP,"1,400","1,100",300,19.1
2013,Kensington CDP,"2,700","2,500",100,4.7
2013,Kerman city,"6,600","5,800",800,11.4
2013,Kernville CDP,500,500,0,0.0
2013,Kettleman City CDP,600,500,100,19.1
2013,Keyes CDP,"2,700","2,300",400,13.4
2013,King City city,"6,100","5,800",400,5.8
2013,Kings Beach CDP,"1,600","1,600",0,2.9
2013,Kingsburg city,"5,400","4,900",500,9.3
2013,Kirkwood CDP,70,70,0,4.1
2013,Klamath CDP,250,200,50,18.5
2013,Knightsen CDP,600,500,0,4.2
2013,La Canada Flintridge city,"9,000","8,600",400,4.6
2013,La Crescenta Montrose CDP,"9,500","8,800",700,7.0
2013,Ladera Heights CDP,"3,500","3,000",400,11.8
2013,Lafayette city,"11,700","11,200",500,4.1
2013,Laguna Beach city,"12,400","11,800",600,5.0
2013,Laguna Hills city,"16,700","15,700","1,000",6.0
2013,Laguna Niguel city,"34,200","32,100","2,100",6.0
2013,Laguna Woods city,"3,000","2,900",100,4.4
2013,La Habra city,"30,600","28,300","2,300",7.5
2013,La Habra Heights city,"2,600","2,300",200,8.0
2013,Lake Almanor Country Club CDP,90,90,0,0.0
2013,Lake Almanor Peninsula CDP,100,100,0,0.0
2013,Lake Almanor West CDP,40,20,10,35.1
2013,Lake Arrowhead CDP,"4,000","3,600",400,10.3
2013,Lake Elsinore city,"25,300","22,600","2,700",10.5
2013,Lake Forest city,"44,300","42,200","2,100",4.7
2013,Lake Isabella CDP,"1,300","1,000",200,16.1
2013,Lakeland Village CDP,"5,400","4,600",800,14.8
2013,Lake Los Angeles CDP,"3,800","3,100",700,17.7
2013,Lake Nacimiento CDP,"1,200","1,200",100,5.8
2013,Lake of the Pines CDP,"2,030","1,790",240,11.6
2013,Lake of the Woods CDP,300,200,0,11.7
2013,Lakeport city,"2,480","2,330",150,6.1
2013,Lakeside CDP,"10,500","9,400","1,100",10.2
2013,Lakeview CDP,"1,100",900,100,10.6
2013,Lake Wildwood CDP,"1,880","1,840",40,2.0
2013,Lakewood city,"41,800","38,700","3,200",7.6
2013,La Mesa city,"30,400","28,000","2,400",7.9
2013,La Mirada city,"23,400","21,800","1,600",6.9
2013,Lamont CDP,"6,900","6,200",700,10.8
2013,Lanare CDP,100,100,0,0.0
2013,Lancaster city,"63,500","56,600","6,900",10.9
2013,La Palma city,"7,500","7,000",500,6.5
2013,La Porte CDP,0,0,0,0.0
2013,La Puente city,"18,700","17,100","1,600",8.6
2013,La Quinta city,"16,900","15,800","1,100",6.3
2013,La Riviera CDP,"5,500","5,100",400,7.7
2013,Larkspur city,"6,900","6,600",300,4.0
2013,Las Flores CDP,"2,900","2,800",100,2.1
2013,Las Lomas CDP,"2,200","1,900",300,12.7
2013,Lathrop city,"9,200","8,300",800,9.2
2013,Laton CDP,900,800,100,15.6
2013,La Verne city,"15,300","14,100","1,100",7.5
2013,Lawndale city,"16,500","15,000","1,500",9.3
2013,Laytonville CDP,520,420,100,19.8
2013,Lebec CDP,"1,000",800,200,19.7
2013,Le Grand CDP,800,700,200,18.7
2013,Lemon Cove CDP,100,100,0,5.5
2013,Lemon Grove city,"12,500","11,200","1,300",10.2
2013,Lemoore city,"11,700","10,300","1,400",12.0
2013,Lemoore Station CDP,"1,500","1,300",200,10.3
2013,Lennox CDP,"10,600","9,500","1,100",10.1
2013,Lenwood CDP,"1,500","1,500",0,2.7
2013,Lewiston CDP,510,450,60,11.7
2013,Lincoln city,"18,300","16,700","1,500",8.4
2013,Lincoln Village CDP,"2,000","1,800",200,11.1
2013,Linda CDP,"7,000","5,800","1,200",17.8
2013,Linden CDP,900,900,0,4.8
2013,Lindsay city,"5,500","4,400","1,100",19.7
2013,Little Grass Valley CDP,0,0,0,0.0
2013,Littlerock CDP,700,500,100,19.7
2013,Live Oak CDP,"8,800","8,200",600,7.0
2013,Live Oak city,"3,900","3,400",500,12.9
2013,Livermore city,"45,000","42,800","2,200",4.9
2013,Livingston city,"6,400","5,900",500,7.5
2013,Lockeford CDP,"1,500","1,300",200,13.4
2013,Lodi city,"28,800","25,500","3,300",11.6
2013,Loma Linda city,"10,000","9,400",600,6.4
2013,Loma Rica CDP,"1,100","1,000",0,4.6
2013,Lomita city,"10,800","9,900","1,000",8.8
2013,Lompoc city,"18,200","16,500","1,700",9.4
2013,London CDP,700,600,100,20.7
2013,Lone Pine CDP,920,840,80,8.4
2013,Long Beach city,"237,700","212,400","25,300",10.6
2013,Loomis town,"3,100","2,800",300,9.1
2013,Los Alamitos city,"5,700","5,300",400,6.9
2013,Los Alamos CDP,900,800,100,7.4
2013,Los Altos city,"13,700","13,100",600,4.2
2013,Los Angeles city,"1,994,000","1,788,400","205,600",10.3
2013,Los Banos city,"15,900","13,500","2,300",14.8
2013,Los Gatos town,"15,100","14,400",700,4.4
2013,Los Molinos CDP,640,570,70,11.4
2013,Lost Hills CDP,900,900,0,4.4
2013,Lower Lake CDP,690,630,70,9.9
2013,Loyalton city,510,450,70,13.3
2013,Lucerne CDP,"1,290","1,210",80,6.0
2013,Lynwood city,"28,800","25,400","3,400",11.9
2013,McCloud CDP,420,330,90,21.1
2013,McFarland city,"5,900","5,000",900,14.8
2013,McKinleyville CDP,"7,500","7,100",500,6.0
2013,McKittrick CDP,0,0,0,0.0
2013,Madera city,"27,000","24,100","2,900",10.9
2013,Madera Acres CDP,"4,600","4,200",400,9.0
2013,Magalia CDP,"4,900","4,500",400,7.6
2013,Malibu city,"6,300","5,900",400,6.2
2013,Mammoth Lakes town,"5,170","5,130",40,0.8
2013,Manhattan Beach city,"18,600","17,800",800,4.1
2013,Manteca city,"34,500","30,300","4,300",12.4
2013,Manton CDP,110,100,10,11.0
2013,March AFB CDP,200,200,0,2.9
2013,Maricopa city,400,300,100,15.7
2013,Marina city,"11,500","10,600",900,7.8
2013,Marina del Rey CDP,"6,600","6,200",400,6.0
2013,Mariposa CDP,680,640,40,5.9
2013,Markleeville CDP,70,70,0,0.0
2013,Martinez city,"20,000","18,700","1,400",6.8
2013,Marysville city,"4,800","4,200",600,12.0
2013,Mayflower Village CDP,"2,900","2,700",200,6.5
2013,Maywood city,"12,400","11,200","1,300",10.1
2013,Meadow Valley CDP,250,160,100,38.3
2013,Meadow Vista CDP,"1,600","1,500",100,5.0
2013,Mecca CDP,"2,900","2,600",300,10.7
2013,Meiners Oaks CDP,"2,000","1,900",100,5.7
2013,Mendocino CDP,530,530,0,0.0
2013,Mendota city,"5,200","3,700","1,500",28.4
2013,Menifee City,"35,100","31,000","4,000",11.5
2013,Menlo Park city,"17,800","17,100",700,4.2
2013,Mentone CDP,"4,800","4,400",400,8.5
2013,Merced city,"34,600","29,800","4,700",13.7
2013,Mesa CDP,170,160,20,8.6
2013,Mesa Vista CDP,100,80,20,24.2
2013,Mettler CDP,100,100,0,23.1
2013,Middletown CDP,360,310,50,13.9
2013,Millbrae city,"11,700","11,100",600,5.1
2013,Mill Valley city,"7,000","6,700",200,3.4
2013,Milpitas city,"35,800","33,600","2,200",6.1
2013,Mineral CDP,110,90,20,19.1
2013,Mira Monte CDP,"3,700","3,300",300,9.3
2013,Mission Canyon CDP,"1,500","1,400",0,2.0
2013,Mission Hills CDP,"2,000","1,700",300,13.2
2013,Mission Viejo city,"49,600","46,500","3,100",6.2
2013,Mi Wuk Village CDP,440,340,90,21.6
2013,Modesto city,"94,200","82,200","12,000",12.7
2013,Mohawk Vista CDP,40,40,0,0.0
2013,Mojave CDP,"1,800","1,400",500,25.4
2013,Mokelumne Hill CDP,230,170,60,25.3
2013,Mono Vista CDP,"1,590","1,560",30,1.6
2013,Monrovia city,"20,400","18,900","1,500",7.5
2013,Montclair city,"17,800","16,300","1,500",8.3
2013,Montebello city,"28,300","25,900","2,400",8.4
2013,Montecito CDP,"3,200","2,900",300,10.7
2013,Monterey city,"15,300","14,200","1,100",7.4
2013,Monterey Park city,"29,000","26,500","2,500",8.7
2013,Monte Rio CDP,700,500,200,26.3
2013,Moorpark city,"19,300","18,100","1,200",6.1
2013,Morada CDP,"1,400","1,400",0,0.0
2013,Moraga town,"7,300","7,000",300,4.7
2013,Moreno Valley city,"89,000","79,700","9,400",10.5
2013,Morgan Hill city,"21,300","19,800","1,500",7.1
2013,Morongo Valley CDP,"1,400","1,300",100,9.1
2013,Morro Bay city,"5,000","4,500",500,10.6
2013,Moss Landing CDP,100,100,0,0.0
2013,Mountain Mesa CDP,200,200,0,10.4
2013,Mountain Ranch CDP,530,440,90,16.7
2013,Mountain View CDP,"1,300","1,100",200,14.3
2013,Mountain View city,"47,000","44,700","2,300",5.0
2013,Mountain View Acres CDP,"1,400","1,100",200,15.6
2013,Mount Shasta city,"1,520","1,470",50,3.5
2013,Murphys CDP,980,870,110,10.8
2013,Murrieta city,"50,000","46,000","4,000",8.0
2013,Muscoy CDP,"5,000","4,000","1,000",19.6
2013,Napa city,"41,400","38,300","3,000",7.3
2013,National City city,"24,700","22,300","2,400",9.9
2013,Needles city,"1,600","1,500",100,6.8
2013,Nevada City city,"1,390","1,290",100,6.8
2013,Newark city,"23,000","21,600","1,400",6.2
2013,Newman city,"4,800","4,000",800,16.6
2013,Newport Beach city,"45,200","42,700","2,500",5.4
2013,Nice CDP,970,900,70,6.9
2013,Nipomo CDP,"9,100","8,200",900,9.9
2013,Norco city,"11,300","10,400",900,8.0
2013,North Auburn CDP,"5,200","4,900",300,6.3
2013,North Edwards CDP,500,400,100,17.5
2013,North El Monte CDP,"1,700","1,600",100,5.1
2013,North Fair Oaks CDP,"7,600","7,300",300,3.8
2013,North Highlands CDP,"19,500","18,100","1,500",7.5
2013,North Lakeport CDP,"1,450","1,390",60,4.2
2013,Norwalk city,"50,300","45,300","5,000",10.0
2013,Novato city,"28,700","27,200","1,500",5.1
2013,Nuevo CDP,"2,900","2,600",300,9.5
2013,Oakdale city,"9,700","8,200","1,500",15.9
2013,Oakhurst CDP,"1,600","1,400",200,11.8
2013,Oakland city,"207,100","188,700","18,400",8.9
2013,Oakley city,"18,500","16,700","1,700",9.3
2013,Oak Park CDP,"7,200","6,500",700,9.2
2013,Oak View CDP,"2,300","2,100",200,8.2
2013,Occidental CDP,400,400,0,0.0
2013,Oceano CDP,"3,600","3,200",300,9.0
2013,Oceanside city,"81,800","75,200","6,600",8.0
2012,Acton CDP,"3,400","3,100",300,8.3
2012,Adelanto city,"8,900","7,300","1,600",18.4
2012,Agoura Hills city,"11,200","10,200","1,000",9.1
2012,Alameda city,"40,100","37,100","3,000",7.5
2012,Alamo CDP,"6,100","5,800",300,5.3
2012,Albany city,"9,200","8,600",700,7.4
2012,Alhambra city,"43,700","40,600","3,200",7.2
2012,Aliso Viejo CDP,"28,600","26,900","1,800",6.2
2012,Alondra Park CDP,"4,000","3,400",600,14.8
2012,Alpaugh CDP,400,300,100,32.9
2012,Alpine Village CDP,80,80,0,0.0
2012,Altadena CDP,"22,600","20,700","1,900",8.3
2012,Alta Sierra CDP,"3,540","3,360",180,5.1
2012,Alturas city,"1,250","1,050",200,16.1
2012,Amador City city,80,70,10,14.5
2012,American Canyon city,"10,200","9,100","1,100",10.9
2012,Anaheim city,"170,000","153,200","16,800",9.9
2012,Anderson city,"4,300","3,700",600,13.1
2012,Angels City city,"1,600","1,590",10,0.4
2012,Angwin CDP,"2,000","1,800",200,7.7
2012,Antioch city,"50,200","44,000","6,100",12.2
2012,Apple Valley town,"27,100","23,800","3,300",12.1
2012,Aptos CDP,"3,200","3,000",100,4.2
2012,Aptos Hills Larkin Valley CDP,"1,100",900,200,18.1
2012,Arbuckle CDP,"2,140","1,590",550,25.8
2012,Arcadia city,"27,400","25,600","1,800",6.4
2012,Arcata city,"10,200","8,700","1,500",14.2
2012,Arden Arcade CDP,"45,300","39,200","6,100",13.4
2012,Armona CDP,"1,500","1,200",300,19.0
2012,Arnold CDP,"1,090",920,170,15.6
2012,Aromas CDP (Monterey Co),"1,600","1,400",100,8.7
2012,Arroyo Grande city,"9,000","8,300",600,7.2
2012,Artesia city,"7,600","6,900",700,9.0
2012,Arvin city,"9,000","7,900","1,100",12.5
2012,Ashland CDP,"11,000","9,500","1,500",13.4
2012,Atascadero city,"14,600","13,600","1,000",6.9
2012,Atherton town,"2,900","2,700",200,7.0
