"","NAMELSAD","yr","area","count","nIndv","nCorp","nIndvTech","nIndvBigTech","nCorpBigTech","nDemRec","nRepRec","nIndRec","nComRec","nGen","aTot","aIndv","aCorp","aIndvBigTech","aIndvTech","aCorpTech","aDemRec","aRepRec","aIndRec","aComRec","aGen","meanCFCont","sdCFCont","meanCFCand","sdCFCand","meanCFDiff","sdCFDiff","vReg","vTurn","id"
"7939","Tulare city",2012,20.931,935,853,40,56,0,3,236,360,79,518,0,658954.22,239637.63,54750,0,12069.8,100,27375.5,593823.84,5884.4,168740.5,0,0.15751871657754,1.18271004238128,0.19096256684492,0.19096256684492,0.0249304812834225,0.364371170033657,1183776,766715,1174
"7940","Tulelake city",2012,0.41,20,16,4,1,0,0,2,17,0,3,0,4766,3516,1250,0,250,0,15,4750,0,16,0,0.513,0.763234805561862,0.5395,0.5395,0.036,0.0864139364978395,13154,10013,1175
"7941","Tuolumne City CDP",2012,2.332,146,139,2,8,0,0,64,7,11,107,0,8632,4882,1500,0,248,0,2743.5,3750,420,3536,0,-1.23828767123288,0.594531817644591,-0.597602739726027,-0.597602739726027,-0.0875342465753425,0.196460267611846,169387,128762,1176
"7942","Tupman CDP",2012,0.528,10,5,2,0,0,0,0,0,2,10,0,2418,934,900,0,0,0,0,0,384,2418,0,-0.197,0.248642983680082,-0.113,-0.113,-0.074,0.330259157497731,25002,17044,1177
"7943","Turlock city",2012,16.928,2561,1934,547,155,7,4,871,700,213,1466,0,2048066.71,485616.06,1524807.78,2520,19735.37,45,176307.8,1151622.14,47093.68,935207.93,0,-0.222467786021086,1.06426518877029,-0.0654588051542366,-0.0654588051542366,-0.0554705193283873,0.330896425699505,1959927,1363599,1178
"7944","Tustin city",2012,11.082,11161,10203,425,832,98,33,2507,1038,2313,8463,0,4525395.33,1676536.62,675035.88,19850,155614.55,1630.82,582373.31,1333296.07,963632.73,3106476.97,0,-0.292972851894992,0.864306026173239,-0.162956724307858,-0.162956724307858,-0.0187751993548965,0.276752894480831,902452,629608,1179
"7945","Tuttletown CDP",2012,7.35,60,60,0,1,0,0,42,5,0,28,0,3743.06,3743.06,0,0,200,0,1853.33,1420,0,1591.39,0,-1.153,0.779537672630931,-0.835333333333333,-0.835333333333333,-0.128666666666667,0.211791924324417,258568,199155,1350
"7946","Twain CDP",2012,7.191,3,3,0,0,0,0,3,0,0,1,0,250,250,0,0,0,0,250,0,0,100,0,-1.33,0,-1.13666666666667,-1.13666666666667,-0.193333333333333,0.0288675134594812,53688,40467,1351
"7947","Twain Harte CDP",2012,3.699,187,177,6,11,0,0,82,26,17,130,0,11176.54,9727.29,927.25,0,308.5,0,2525.02,5323,617.25,5097.61,0,-0.697967914438503,1.05205489606832,-0.459679144385027,-0.459679144385027,-0.0635294117647059,0.167910475830837,335246,269532,1181
"7948","Twentynine Palms city",2012,59.143,707,707,0,64,23,0,430,100,4,409,0,33980.22,33980.22,0,100,3905,0,15552.65,11881.57,231,14425.65,0,-0.854469589816125,1.01649572742615,-0.391145685997171,-0.391145685997171,-0.0891937765205092,0.218846578688602,880459,640027,1182
"7949","Twin Lakes CDP",2012,0.69,1144,1125,1,173,8,1,718,52,44,650,0,63662.74,62957.74,100,274,12032.35,100,40168.37,7225.12,2729,24277.11,0,-1.1716958041958,0.804234261443126,-0.709659090909091,-0.709659090909091,-0.125104895104895,0.222521514708017,82204,61895,1183
"7950","Ukiah city",2012,4.67,2186,1993,78,112,2,2,1125,115,115,1352,0,209241.22,108981.27,33266.46,42,5792.02,505,83724.57,16899,28284.64,108205.43,0,-1.04581884720952,0.7840709887838,-0.64692131747484,-0.64692131747484,-0.0703659652333028,0.263183908889417,148549,107928,1184
"7951","Union City city",2012,19.469,3516,3357,70,596,25,3,1393,158,346,2373,0,454481.89,407598.13,26410.03,35251.48,82523.13,3856,118301.34,156857.39,46664.91,204984.37,0,-0.773495449374289,0.799081503475659,-0.482531285551763,-0.482531285551763,-0.079749715585893,0.211869803380649,904018,639632,1185
"7952","University of California Davis CDP",2012,1.459,22,21,0,2,0,0,14,2,2,11,0,3226.07,1800,0,0,50,0,960,200,220,2336.07,0,-0.977727272727273,0.736542319724121,-0.650909090909091,-0.650909090909091,-0.167272727272727,0.218309125917527,13123,8364,1186
"7953","Upland city",2012,15.617,5578,4970,256,690,27,3,1911,828,174,3588,0,1484769.99,1088006.26,185902.43,2257,223606.04,392,447016.86,592242.6,27807.6,746270.17,0,-0.398282538544281,1.01893288928691,-0.233352456077447,-0.233352456077447,-0.0331929006812478,0.326868755788389,889319,678712,1187
"7954","Upper Lake CDP",2012,1.682,76,76,0,38,0,0,58,0,6,43,0,2656.9,2656.9,0,0,1707,0,2139.1,0,196,999.47,0,-1.365,0.248437785639249,-0.786184210526316,-0.786184210526316,-0.182236842105263,0.179440602497209,81164,57456,1188
"7955","Vacaville city",2012,28.373,5868,5666,56,822,34,16,2902,732,266,3584,0,778694.63,658540.27,25877.07,2042,84429.3,2569,311763.26,278049.04,29258.56,285487.21,0,-0.760460122699386,1.00832875191549,-0.401622358554874,-0.401622358554874,-0.0576516700749829,0.315536462089664,2084658,1542673,1189
"7956","Val Verde CDP",2012,2.565,46,46,0,9,0,0,25,4,0,32,0,5575.5,5575.5,0,0,2372.5,0,1979,247,0,3878.5,0,-0.732173913043478,1.02020240484911,-0.529130434782609,-0.529130434782609,-0.0191304347826087,0.306295616734745,27761,20202,1190
"7957","Valinda CDP",2012,2.014,442,439,2,3,0,0,133,20,2,342,0,6318.53,4784.82,1033.71,0,77.49,0,1778.91,2028.58,38.71,3391.04,0,-0.754660633484163,0.731991659331658,-0.572941176470588,-0.572941176470588,-0.0823755656108597,0.273078550808757,273689,178179,1191
"7958","Valle Vista CDP",2012,6.868,537,535,2,49,0,0,195,100,49,323,0,50397.92,49397.92,1000,0,4530,0,8486.34,29487.3,2522.48,15721.78,0,-0.494618249534451,1.10386359030888,-0.246424581005587,-0.246424581005587,-0.0470763500931098,0.251667979975328,360713,259389,1192
"7959","Vallecito CDP",2012,8.561,70,68,0,22,0,0,28,7,9,56,0,3949.5,3664.5,0,0,436,0,525,2297,294,1404.5,0,-1.00457142857143,0.932204315656372,-0.343285714285714,-0.343285714285714,-0.0391428571428572,0.164666926513403,410762,314207,1193
"7960","Vallejo city",2012,30.671,8008,7474,87,906,110,8,4078,428,385,5371,0,781424.73,418078.44,22687.97,1558.08,45544.15,582.65,198106.8,103524.84,142268.41,526626.13,0,-0.894753996003996,0.87711881702524,-0.524263236763237,-0.524263236763237,-0.0828883616383616,0.224974442353264,2667380,1944510,1194
"7961","Valley Acres CDP",2012,4.123,3,2,0,0,0,0,0,2,0,1,0,2060,1250,0,0,0,0,0,1250,0,810,0,0.173333333333333,1.07945974141389,0.59,0.59,-0.153333333333333,0.318956632370818,25002,17044,1195
"7962","Valley Center CDP",2012,27.426,854,816,10,133,0,2,371,112,20,593,0,102735,65600.5,7120,0,3147.49,16.5,31551.84,34772.62,1276,43563.88,0,-0.398934426229508,1.15395244655876,-0.212224824355972,-0.212224824355972,-0.0324473067915691,0.220275818597635,551764,441430,1196
"7963","Valley Ford CDP",2012,2.642,74,74,0,2,0,0,57,0,0,33,0,3811.4,3811.4,0,0,32,0,3424,0,0,784.4,0,-1.35594594594595,0.11357115829751,-1.05716216216216,-1.05716216216216,-0.0920270270270271,0.176239094521096,47390,41643,1197
"7964","Valley Ranch CDP",2012,1.137,12,12,0,0,0,0,12,0,0,1,0,276,276,0,0,0,0,276,0,0,15,0,-1.29,0,-1.02666666666667,-1.02666666666667,-0.155833333333333,0.0490747728811182,104206,87278,1431
"7965","Valley Springs CDP",2012,9.872,503,440,18,100,0,0,125,104,30,344,0,284282.92,97402.25,141578.12,0,11904.54,0,34928.25,81179.35,5718.47,184140.48,0,-0.100874751491054,0.860324240634077,-0.0172763419483101,-0.0172763419483101,-0.00699801192842943,0.307274249066638,239543,179972,1198
"7966","Vandenberg AFB CDP",2012,22.034,19,19,0,9,0,0,11,2,0,14,0,4228,4228,0,0,143,0,538,525,0,3303,0,-0.643684210526316,1.15048883584479,-0.323157894736842,-0.323157894736842,-0.0278947368421053,0.169364135891622,11524,7574,1199
"7967","Vandenberg Village CDP",2012,5.247,632,627,0,64,0,0,388,122,7,365,0,45248.4,42348.4,0,0,5120.65,0,17368.23,15746,708.37,19862.97,0,-0.67875,1.15325674901995,-0.264351265822785,-0.264351265822785,-0.0738607594936709,0.281580832178706,99840,85007,1200
"7968","Vernon city",2012,4.973,428,281,58,73,0,0,146,50,59,224,0,172028.53,94674.56,51947.06,0,33151,0,69745.56,37675,11981.06,52496.97,0,-0.434906542056075,0.823951034591503,-0.349579439252336,-0.349579439252336,-0.0113785046728972,0.326209824151472,95610,60701,1201
"7969","Victor CDP",2012,1.255,33,29,4,0,0,0,1,23,6,23,0,18001,13851,4150,0,0,0,150,14605,1828,8551,0,0.773636363636364,0.521882518998638,0.691515151515152,0.691515151515152,0.0875757575757576,0.450590101304877,146872,117846,1202
"7970","Victorville city",2012,73.178,2969,2835,51,247,72,3,1086,375,127,2028,0,754766.32,684185.15,39507.5,1275.5,28780.87,215,125383.99,468788.46,12113.86,281574.2,0,-0.473694846749747,0.984114795011821,-0.309629504883799,-0.309629504883799,-0.028999663186258,0.325393256270481,2465675,1643944,1203
"7971","View Park-Windsor Hills CDP",2012,1.841,2928,2920,3,305,30,1,2358,24,9,1307,0,694244.59,691344.59,1600,1397.6,204168.65,101,538146.2,7841,1215,278215.15,0,-1.27959699453552,0.3572272622036,-0.872578551912568,-0.872578551912568,-0.169839480874317,0.211511734235171,212500,169624,1204
"7972","Villa Park city",2012,2.078,1624,1604,7,208,1,13,670,407,31,903,0,543157.63,516680.63,23100,250,32450.7,32.6,216752.18,206327.18,10671.25,229916.66,0,-0.264926108374384,1.10252630728062,-0.0507635467980296,-0.0507635467980296,-0.00591748768472904,0.343877739223977,237459,175034,1205
"7973","Vina CDP",2012,1.352,3,0,1,1,0,0,0,3,0,0,0,5500,0,500,0,500,0,0,5500,0,0,0,0.756666666666667,0.404145188432738,0.913333333333333,0.913333333333333,-0.156666666666667,0.340636658821879,107356,79253,1398
"7974","Vincent CDP",2012,1.471,415,414,0,41,0,0,45,41,7,350,0,12229.21,11729.21,0,0,3298.62,0,2375.6,3886.11,290,7258.5,0,-0.508650602409639,0.770860683944619,-0.325325301204819,-0.325325301204819,-0.13821686746988,0.338459427070324,236582,156100,1206
"7975","Vine Hill CDP",2012,1.504,198,169,1,33,6,0,92,9,21,146,0,121177.43,12177.43,300,130,825.5,0,17424.5,1445,91709.46,103140.43,0,-0.487424242424242,0.888927336148726,-0.346767676767677,-0.346767676767677,-0.0642424242424242,0.160349180583781,117058,89254,1207
"7976","Vineyard CDP",2012,17.206,1301,1221,48,141,0,2,589,134,58,777,0,185744.4,90009.63,34562.24,0,6341.7,0,74671.35,32576.43,4354.75,85763.95,0,-0.619692544196772,1.0419191896236,-0.364627209838586,-0.364627209838586,-0.0518754803996925,0.355953782466452,407480,306450,1208
"7977","Visalia city",2012,36.246,5505,4956,117,432,58,22,1998,1459,337,3261,0,4018600.36,867666.88,70024.56,1319.44,92193.35,1005,240946.29,2953002.34,34638.36,2373192.02,0,-0.202138056312443,1.15806971318144,-0.0567102633969119,-0.0567102633969119,-0.0342343324250681,0.293300930156495,2192327,1596467,1209
"7978","Vista city",2012,18.678,5717,5188,112,635,71,5,2436,1124,227,3147,0,1838853.43,678090.54,134071.1,1276.9,145480.58,1030,112320.95,1287867.01,49373.9,525271.13,0,-0.517120867587896,1.13216714796173,-0.243255203778205,-0.243255203778205,-0.0417928983732727,0.262059161235293,1113735,845711,1210
"7979","Vista Santa Rosa CDP",2012,16.121,55,54,1,2,0,0,27,6,5,23,0,5515,5265,250,0,0,0,2950,1339,208,1517,0,-0.932727272727273,0.906412248915009,-0.604363636363636,-0.604363636363636,-0.166727272727273,0.229218111764631,189670,145110,1211
"7980","Volcano CDP",2012,1.501,27,27,0,1,0,0,16,2,0,20,0,1399.5,1399.5,0,0,200,0,426,200,0,869.5,0,-0.830740740740741,1.07036990703763,-0.291481481481482,-0.291481481481482,-0.142962962962963,0.223672404934862,267130,225107,1212
"7981","Volta CDP",2012,4.37,2,0,0,0,0,0,0,2,0,0,0,4500,0,0,0,0,0,0,4500,0,0,0,0.98,0,1.09,1.09,-0.11,0,249389,170604,1213
"7982","Walker CDP",2012,18.439,54,54,0,14,0,0,18,11,3,38,0,2366.7,2366.7,0,0,435,0,74,1680,85.2,1889.7,0,-0.513148148148148,1.01910397950074,-0.16537037037037,-0.16537037037037,-0.0107407407407407,0.125755855887537,41696,37636,1214
"7983","Wallace CDP",2012,4.333,13,13,0,1,0,0,8,2,0,9,0,940,940,0,0,100,0,465,125,0,690,0,-0.715384615384615,1.16898542466402,-0.705384615384615,-0.705384615384615,-0.01,0.172385227518679,239543,179972,1352
"7984","Walnut city",2012,8.992,2468,2350,56,287,1,0,812,226,60,1759,0,479908.37,318178.38,21865.36,127,27396.43,0,216497.06,186131.65,10692.98,254518.64,0,-0.5132414910859,0.817766855493529,-0.382281199351702,-0.382281199351702,-0.0188938411669368,0.31046526808326,239620,169380,1215
"7985","Walnut Creek city",2012,19.757,20207,19584,361,2752,127,8,10914,1581,502,12820,0,3348997.11,2049524.63,1089977.02,8658.58,313354.97,226,994330.42,580644.93,525484.81,1900514.98,0,-0.893523531449498,0.875298428331762,-0.497672093828871,-0.497672093828871,-0.0645573316177562,0.26303719986131,1218808,1021034,1216
"7986","Walnut Grove CDP",2012,10.201,265,236,13,9,0,0,178,47,15,164,0,79948.61,47065.43,2497.98,0,1511,0,19143.59,23859.74,17195,44921.61,0,-0.568528301886792,0.882663252214345,-0.104,-0.104,-0.0224150943396226,0.272146729165611,50759,42159,1217
"7987","Walnut Park CDP",2012,0.748,38,35,0,3,0,0,20,4,3,19,0,10778.37,10303.37,0,0,62.61,0,5275,2025,280,5393.37,0,-0.661052631578947,0.852309388926549,-0.372105263157895,-0.372105263157895,-0.0973684210526315,0.153845907648342,49300,31663,1218
"7988","Warm Springs CDP",2012,2.026,91,87,4,0,0,0,50,7,3,44,0,2480.47,1530.47,950,0,0,0,624.64,1105,28,685.33,0,-0.989340659340659,0.835374569609747,-0.800879120879121,-0.800879120879121,-0.0558241758241759,0.210285868569779,342789,221944,1219
"7989","Wasco city",2012,9.426,194,140,21,3,0,0,15,47,41,136,0,52273.62,33785.37,9093.6,0,4100,0,2627,23780.24,2134.97,18686.75,0,-0.126752577319588,0.939590513067904,-0.00469072164948454,-0.00469072164948454,-0.0289690721649484,0.392775389771983,250984,146602,1220
"7990","Washington CDP",2012,1.899,3,3,0,0,0,0,0,0,0,3,0,30,30,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,131581,108157,1221
"7991","Waterford city",2012,2.328,110,110,0,16,0,0,69,11,9,71,0,4451.45,4451.45,0,0,716,0,1252.5,2016,409.9,1551.45,0,-0.980272727272727,0.970826243290847,-0.400545454545455,-0.400545454545455,-0.103545454545455,0.22968501112817,378913,269854,1222
"7992","Waterloo CDP",2012,5.435,36,25,0,7,0,0,1,24,8,12,0,22519,9175,0,0,675,0,25,9299,11945,13245,0,0.638888888888889,0.553094038905696,0.549722222222222,0.549722222222222,0.0402777777777778,0.46761086453901,24211,18207,1223
"7993","Watsonville city",2012,6.687,1916,1802,74,86,0,1,1223,111,98,1251,0,175785.93,71869.71,88341.55,0,11469.47,150,70206.63,37450.56,6873.18,73489.02,0,-1.10335073068894,0.714311108292647,-0.561701461377871,-0.561701461377871,-0.0835594989561587,0.23480976602995,653590,465514,1224
"7994","Waukena CDP",2012,0.942,16,15,0,0,0,0,1,5,0,10,0,10975,10975,0,0,0,0,100,5500,0,5375,0,0.968125,0.725986397944204,0.318125,0.318125,0.05,0.168878654660676,82218,58797,1225
"7995","Wawona CDP",2012,6.345,53,49,4,1,0,0,33,5,0,24,0,1482,1482,0,0,60,0,1203,60,0,603,0,-1.31735849056604,0.503068090449441,-0.767358490566038,-0.767358490566038,-0.153207547169811,0.171035011990411,14923,12405,1226
"7996","Weaverville CDP",2012,10.424,107,106,1,5,0,0,38,13,17,68,0,7514.3,6514.3,1000,0,180,0,3501.5,1595,694,2721.3,0,-0.763177570093458,1.00086716941506,-0.502429906542056,-0.502429906542056,-0.0471028037383178,0.41929637679789,148285,107664,1227
"7997","Weed city",2012,4.79,85,81,2,12,0,0,19,6,15,63,0,14066.1,5366.1,6700,0,519,0,1098,1975,470,11123.1,0,-0.708470588235294,1.04234340594181,-0.469411764705882,-0.469411764705882,-0.052235294117647,0.466620005670435,240166,182319,1228
"7998","Weedpatch CDP",2012,3.557,4,4,0,0,0,0,1,2,0,2,0,690,690,0,0,0,0,10,550,0,140,0,-0.0925,1.0379266191146,0.1,0.1,-0.1925,0.438890646972569,16316,6808,1229
"7999","Weldon CDP",2012,26.642,75,71,2,1,0,0,56,3,2,40,0,4480.84,3180.84,700,0,1001,0,1944.95,190,1026,1873.84,0,-1.2144,0.483445516648533,-0.7752,-0.7752,-0.1608,0.220813973314215,155160,115503,1230
"8000","Weott CDP",2012,0.753,6,5,0,0,0,0,2,0,0,5,0,765,265,0,0,0,0,35,0,0,265,0,-1.13833333333333,0.417248926501515,-0.758333333333333,-0.758333333333333,-0.128333333333333,0.120733867107232,103655,74622,1231
"8001","West Athens CDP",2012,1.336,364,364,0,76,0,0,245,7,17,196,0,50971.49,50971.49,0,0,20541.96,0,40630.38,3900,2415,20667.99,0,-1.16692307692308,0.526478905696777,-0.742664835164835,-0.742664835164835,-0.138956043956044,0.226274190047887,124449,90397,1232
"8002","West Bishop CDP",2012,8.759,352,350,2,24,0,0,245,42,13,211,0,52056.77,51856.77,200,0,1768.8,0,26087.77,6809,10224,21834.09,0,-0.931732954545455,0.955441221888376,-0.512840909090909,-0.512840909090909,-0.0810795454545454,0.340993979330125,122514,98923,1233
"8003","West Carson CDP",2012,2.266,1108,1043,13,105,1,0,545,139,41,709,0,120346.48,88719.18,10900,500,11239.71,0,49984.9,22485.33,3540,60889.15,0,-0.618889891696751,1.07612714152259,-0.281714801444043,-0.281714801444043,-0.0496028880866426,0.243716380528666,135259,91680,1234
"8004","West Covina city",2012,16.041,4810,4610,76,283,9,1,2138,486,115,3331,0,454911.34,369271.98,34273.01,510.62,40055.32,61.5,160908.84,105098.21,21539.46,208505.59,0,-0.664058212058212,0.949950385993664,-0.381245322245322,-0.381245322245322,-0.0546923076923077,0.274183486827761,1080104,727047,1235
"8005","West Goshen CDP",2012,1.178,19,19,0,0,0,0,18,0,0,8,0,501.5,501.5,0,0,0,0,499,0,0,165.5,0,-1.12,0,-1.03684210526316,-1.03684210526316,0.0347368421052631,0.0525323626235011,78668,52220,1236
"8006","West Hollywood city",2012,1.887,8469,8209,123,938,43,2,6110,373,172,4306,0,3998427.03,3171609.8,243911.95,37556,251272.13,335,2114870.14,443075.48,415479.73,2095621.98,0,-1.1315810603377,0.630990266404235,-0.75605738575983,-0.75605738575983,-0.0988723580115716,0.306803258414906,260498,203537,1237
"8007","West Menlo Park CDP",2012,0.486,1697,1692,0,299,52,2,1241,106,16,753,0,2169714.01,693714.01,0,43906.64,75012.17,1000,391848.61,181634,101887.5,1719956.52,0,-1.15866823806718,0.67840466918774,-0.761290512669417,-0.761290512669417,-0.123712433706541,0.29920493275541,138576,118672,1238
"8008","West Modesto CDP",2012,1.986,71,71,0,2,0,0,59,3,0,33,0,2131.5,2131.5,0,0,30,0,1474.5,250,0,611.5,0,-1.26633802816901,0.680145445446612,-0.777323943661972,-0.777323943661972,-0.0923943661971831,0.213872223460193,243430,142450,1239
"8009","West Point CDP",2012,3.719,2,2,0,0,0,0,2,0,0,2,0,30,30,0,0,0,0,30,0,0,30,0,-1.36,0,-1.23,-1.23,-0.13,0,100646,74592,1353
"8010","West Puente Valley CDP",2012,1.761,150,137,0,14,12,0,82,38,3,89,0,20194.1,4894.1,0,54,2155.6,0,8630.5,10251,134.7,8417.9,0,-0.551333333333333,1.18822786476878,-0.328333333333333,-0.328333333333333,0.0350666666666667,0.354066968728402,167863,104051,1241
"8011","West Rancho Dominguez CDP",2012,1.652,261,248,10,17,2,0,126,31,16,154,0,78512.51,50389.01,2331.5,500,3938,0,20948.44,17254,992,43011.62,0,-0.748620689655172,0.95375070006684,-0.387624521072797,-0.387624521072797,-0.0464367816091954,0.245243883377787,79925,53930,1242
"8012","West Sacramento city",2012,21.425,3435,2923,345,368,48,5,1746,343,192,2104,0,3356817.13,331750.52,765276.28,2002.79,26441.08,283.41,512267.69,328273.84,2112724.14,2746725.71,0,-0.775231441048035,0.83818568293729,-0.478343522561863,-0.478343522561863,-0.0600029112081514,0.374274565253062,820036,571021,1243
"8013","West Whittier-Los Nietos CDP",2012,2.519,549,416,8,51,0,0,159,42,12,405,0,97325.25,26859.78,29158,0,1777.32,0,17488.73,1862.63,1494,71685.12,0,-0.533533697632058,1.05251830837501,-0.338433515482696,-0.338433515482696,-0.0714389799635701,0.218714572546534,386413,255030,1244
"8014","Westhaven-Moonstone CDP",2012,8.092,222,221,0,7,0,0,174,3,2,106,0,8409,8256,0,0,755,0,6122,650,275,3808,0,-1.42572072072072,0.358424371726369,-0.923288288288288,-0.923288288288288,-0.172027027027027,0.271469837310523,114993,88251,1245
"8015","Westlake Village city",2012,5.185,2837,2585,180,167,8,0,1005,390,34,1877,0,1218583.57,429067.26,746487.31,2562,34505.01,0,217273.14,196827.5,197308.76,857935.43,0,-0.361416989777934,0.982773324582514,-0.2181036305957,-0.2181036305957,-0.0372435671483962,0.297905976150053,140701,115164,1246
"8016","Westminster city",2012,10.049,4286,3942,204,635,34,24,1745,707,189,2531,0,763896.61,383785.39,286225.73,4901,44668.11,1539.99,228060.1,297386.91,48031.98,383723.31,0,-0.524736350909939,1.0659091202005,-0.303658422771815,-0.303658422771815,-0.0244867008866076,0.301729445501816,1119579,683465,1247
"8017","Westmont CDP",2012,1.848,321,320,1,48,0,0,236,3,0,187,0,24161.36,24011.36,150,0,2947.2,0,19966.12,1050,0,5767.76,0,-1.23619937694704,0.4907499466374,-0.692180685358255,-0.692180685358255,-0.153426791277259,0.185391734996424,285576,190556,1248
"8018","Westmorland city",2012,0.59,14,14,0,0,0,0,0,1,0,11,0,1860,1860,0,0,0,0,0,500,0,360,0,-0.237857142857143,0.408151151704075,-0.005,-0.005,0.0421428571428571,0.0855910285942643,36387,22405,1249
"8019","Westwood CDP",2012,5.436,125,125,0,14,0,0,79,11,13,83,0,4178.95,4178.95,0,0,687,0,1832.95,510,589,2023.95,0,-1.11824,0.885790210362585,-0.35704,-0.35704,-0.10344,0.254891197534645,78869,56201,1250
"8020","Wheatland city",2012,1.479,80,79,1,15,0,0,33,14,6,48,0,5091.96,4880.94,211.02,0,519.5,0,905,1229.44,196,3340.52,0,-0.503125,1.12750266636413,-0.328625,-0.328625,-0.134,0.440326691147276,87460,64082,1251
"8021","Whitehawk CDP",2012,2.53,5,5,0,0,0,0,1,1,0,3,0,185,185,0,0,0,0,20,100,0,65,0,-0.464,0.706597480889933,-0.696,-0.696,0.388,0.363483149540663,104206,87278,1399
